@relation 'german_credit-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replacecredit-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc5-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc9-Rlast-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc19-Rlast-weka.filters.unsupervised.attribute.Discretize-B20-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDiscPKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.MergeTwoValues-C14-Ffirst-S2-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank_stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute credit {good,bad}
@attribute ageDisc5 {'\'(-inf-28.333333]\'','\'(28.333333-37.666667]\'','\'(37.666667-47]\'','\'(47-56.333333]\'','\'(56.333333-65.666667]\'','\'(65.666667-inf)\''}
@attribute ageDisc9 {'\'(-inf-24.6]\'','\'(24.6-30.2]\'','\'(30.2-35.8]\'','\'(35.8-41.4]\'','\'(41.4-47]\'','\'(47-52.6]\'','\'(52.6-58.2]\'','\'(58.2-63.8]\'','\'(63.8-69.4]\'','\'(69.4-inf)\''}
@attribute ageDisc19 {'\'(-inf-21.8]\'','\'(21.8-24.6]\'','\'(24.6-27.4]\'','\'(27.4-30.2]\'','\'(30.2-33]\'','\'(33-35.8]\'','\'(35.8-38.6]\'','\'(38.6-41.4]\'','\'(41.4-44.2]\'','\'(44.2-47]\'','\'(47-49.8]\'','\'(49.8-52.6]\'','\'(52.6-55.4]\'','\'(55.4-58.2]\'','\'(58.2-61]\'','\'(61-63.8]\'','\'(63.8-66.6]\'','\'(66.6-69.4]\'','\'(69.4-72.2]\'','\'(72.2-inf)\''}
@attribute ageDiscPKIDiscretize {'\'(-inf-21.5]\'','\'(21.5-22.5]\'','\'(22.5-23.5]\'','\'(23.5-24.5]\'','\'(24.5-25.5]\'','\'(25.5-26.5]\'','\'(26.5-27.5]\'','\'(27.5-28.5]\'','\'(28.5-29.5]\'','\'(29.5-30.5]\'','\'(30.5-31.5]\'','\'(31.5-32.5]\'','\'(32.5-33.5]\'','\'(33.5-34.5]\'','\'(34.5-35.5]\'','\'(35.5-36.5]\'','\'(36.5-37.5]\'','\'(37.5-38.5]\'','\'(38.5-39.5]\'','\'(39.5-40.5]\'','\'(40.5-41.5]\'','\'(41.5-42.5]\'','\'(42.5-44.5]\'','\'(44.5-46.5]\'','\'(46.5-48.5]\'','\'(48.5-50.5]\'','\'(50.5-53.5]\'','\'(53.5-56.5]\'','\'(56.5-60.5]\'','\'(60.5-64.5]\'','\'(64.5-inf)\''}

@data
<0,0.25,'existing paid',0.129636,<100,1,'female div/dep/mar',none,1,'life insurance',0.160714,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.117647,'critical/other existing credit',0.073842,>=1000,0.666667,'female div/dep/mar',none,0.333333,'life insurance',0.285714,none,own,0,skilled,0,none,no,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
'no checking',0.161765,'existing paid',0.106526,'no known savings',0,'female div/dep/mar',none,1,'real estate',0.25,bank_stores,rent,0,'unskilled resident',0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
<0,0.205882,'existing paid',0.214757,<100,0.333333,'male single','co applicant',0.666667,car,0.410714,none,own,0,skilled,0,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
<0,0.176471,'critical/other existing credit',0.130681,<100,0.333333,'male single',guarantor,1,'life insurance',0.428571,bank_stores,rent,0,skilled,0,yes,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
'no checking',0.235294,'critical/other existing credit',0.178002,'no known savings',0.333333,'male div/sep',none,1,'real estate',0.446429,none,own,0.333333,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
'no checking',0.470588,'critical/other existing credit',0.562727,'no known savings',0.333333,'male single',none,1,'no known property',0.410714,none,'for free',0.333333,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
'no checking',0.161765,'existing paid',0.062507,'no known savings',1,'male mar/wid',none,0.333333,'real estate',0.375,none,rent,0,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
'no checking',0.294118,'existing paid',0.056564,<100,1,'male single',none,0,'real estate',0.303571,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
<0,0.117647,'existing paid',0.047155,<100,0.333333,'male single',none,0.333333,'real estate',0.017857,none,rent,0,'high qualif/self emp/mgmt',1,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
<0,0.25,'existing paid',0.193298,'no known savings',0.333333,'male single','co applicant',0.333333,'real estate',0.089286,none,own,0,'unskilled resident',0,none,no,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
0<=X<200,0.470588,'existing paid',0.190437,'no known savings',0.333333,'male mar/wid',none,0.333333,car,0.142857,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
'no checking',0.161765,'delayed previously',0.183999,<100,0,'female div/dep/mar',none,0.333333,'life insurance',0.482143,none,own,0.333333,'unskilled resident',0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
0<=X<200,0.073529,'existing paid',0.162045,'no known savings',0,'female div/dep/mar',none,0.333333,'real estate',0.25,none,own,0,'unskilled resident',0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
'no checking',0.470588,'delayed previously',0.231319,<100,1,'female div/dep/mar',none,1,'real estate',0.267857,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
0<=X<200,0.294118,'critical/other existing credit',0.246836,<100,0.333333,'female div/dep/mar',none,1,car,0.107143,bank_stores,own,0,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
0<=X<200,0.382353,'existing paid',0.15082,'no known savings',0.333333,'female div/dep/mar',none,1,car,0.107143,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
'no checking',0.102941,'existing paid',0.104105,>=1000,0,'male div/sep',none,0.333333,'real estate',0.160714,none,own,0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.294118,'all paid',0.160174,<100,1,'male single',none,0.333333,'life insurance',0.214286,none,rent,0,skilled,0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
0<=X<200,0.647059,'no credits/all paid',1,<100,0,'female div/dep/mar',none,0.333333,'life insurance',0.232143,bank_stores,own,0,'high qualif/self emp/mgmt',0,yes,no,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
'no checking',0.088235,'existing paid',0.142951,100<=X<500,0,'male single','co applicant',0.333333,'real estate',0.232143,none,own,0,skilled,1,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
<0,0.029412,'existing paid',0.805877,<100,0,'male single',none,1,'no known property',0.875,bank_stores,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(65.666667-inf)\'','\'(63.8-69.4]\'','\'(66.6-69.4]\'','\'(64.5-inf)\''
<0,0.294118,'existing paid',0.116045,100<=X<500,0,'male div/sep',none,0,'life insurance',0.25,none,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
<0,0.294118,'existing paid',0.170298,<100,1,'male single',none,0.333333,'life insurance',0.357143,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(38.5-39.5]\''
'no checking',0.205882,'critical/other existing credit',0.086222,<100,1,'female div/dep/mar',none,0.333333,'no known property',0.160714,none,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.647059,'delayed previously',0.687741,500<=X<1000,1,'male single',none,0,car,0.321429,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
<0,0.073529,'existing paid',0.061406,<100,0.666667,'female div/dep/mar',none,1,'life insurance',0.053571,none,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
0<=X<200,0.117647,'existing paid',0.096401,<100,0.666667,'male single',none,1,'life insurance',0.196429,none,rent,0,skilled,1,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
<0,0.294118,'all paid',0.364367,<100,0.333333,'male div/sep',none,0,'life insurance',0.642857,bank_stores,own,0,skilled,0,yes,yes,bad,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(53.5-56.5]\''
<0,0.117647,'all paid',0.024596,<100,1,'male single',none,0.333333,car,0.482143,bank_stores,own,0.333333,skilled,0,yes,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
<0,0.205882,'critical/other existing credit',0.043964,<100,1,'female div/dep/mar',none,1,'life insurance',0.035714,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
<0,0.647059,'existing paid',0.552823,<100,1,'male single',none,1,'no known property',0.357143,bank_stores,'for free',0.666667,skilled,1,yes,yes,bad,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(38.5-39.5]\''
'no checking',0.382353,'existing paid',0.088973,'no known savings',1,'male single',none,1,car,0.696429,none,own,0,skilled,0,yes,yes,good,'\'(56.333333-65.666667]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(56.5-60.5]\''
<0,0.117647,'delayed previously',0.060196,<100,1,'male single',none,0.333333,'real estate',0.428571,none,own,0.333333,'unskilled resident',1,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
<0,0.294118,'existing paid',0.08237,<100,1,'male single','co applicant',0,'life insurance',0.089286,none,own,0,'unskilled resident',0,none,no,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
0<=X<200,0.073529,'existing paid',0.078134,<100,1,'female div/dep/mar',none,0.333333,car,0.053571,none,own,0,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
'no checking',0.073529,'critical/other existing credit',0.053593,<100,0.666667,'male single',none,0,'real estate',0.196429,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
'no checking',0.117647,'critical/other existing credit',0.014966,500<=X<1000,1,'male single',none,1,'life insurance',0.410714,none,own,0.333333,skilled,1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
<0,0.117647,'existing paid',0.06867,<100,1,'female div/dep/mar',none,0,car,0.071429,bank_stores,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
0<=X<200,0.382353,'delayed previously',0.091834,100<=X<500,1,'male single',none,0.666667,'no known property',0.196429,bank_stores,own,0.333333,'high qualif/self emp/mgmt',0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
>=200,0.073529,'existing paid',0.027237,<100,0.666667,'female div/dep/mar',none,0.333333,'real estate',0.160714,none,own,0,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
0<=X<200,0.029412,'existing paid',0.099758,<100,1,'male mar/wid',none,0.666667,car,0.196429,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
0<=X<200,0.823529,'existing paid',0.332233,<100,1,'male single',none,1,'no known property',0.410714,none,'for free',0,skilled,0,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
'no checking',0.294118,'critical/other existing credit',0.362716,'no known savings',0.333333,'male single',none,1,'life insurance',0.482143,none,own,0.333333,'high qualif/self emp/mgmt',1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
'no checking',0.117647,'existing paid',0.180313,'no known savings',0.333333,'male single',none,0.666667,'life insurance',0.464286,none,own,0,'high qualif/self emp/mgmt',1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
'no checking',0.088235,'existing paid',0.071311,<100,0.666667,'male single',none,0.333333,'real estate',0.214286,none,own,0,'unskilled resident',1,none,no,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
'no checking',0.294118,'existing paid',0.037361,'no known savings',1,'male single',none,0.333333,car,0.214286,bank_stores,own,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
'no checking',0,'critical/other existing credit',0.066304,<100,0.333333,'male single',none,0,'real estate',0.410714,none,own,0.666667,'unskilled resident',1,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
<0,0.161765,'existing paid',0.087763,<100,1,'female div/dep/mar',guarantor,0,'life insurance',0.482143,none,rent,0,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
0<=X<200,0.647059,'no credits/all paid',0.446132,500<=X<1000,0,'female div/dep/mar',none,0,car,0.196429,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
<0,0.294118,'all paid',0.170518,500<=X<1000,1,'male single',none,1,'no known property',0.196429,none,'for free',0,skilled,1,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
'no checking',0.117647,'existing paid',0.143557,'no known savings',1,'male single',none,1,'no known property',0.339286,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
'no checking',0.205882,'existing paid',0.070595,<100,1,'male mar/wid','co applicant',0,'life insurance',0.428571,none,own,0,'unskilled resident',1,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
'no checking',0.294118,'existing paid',0.185485,100<=X<500,0.333333,'male single',none,1,car,0.214286,none,own,0.333333,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
0<=X<200,0.205882,'critical/other existing credit',0.183779,<100,0.666667,'male mar/wid',none,0.666667,car,0.375,none,own,0.666667,'unemp/unskilled non res',1,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
<0,0.470588,'delayed previously',0.10427,<100,0.333333,'male single',none,0,car,0.089286,none,own,0.333333,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
0<=X<200,0.294118,'existing paid',0.212556,500<=X<1000,0.666667,'female div/dep/mar',none,1,car,0.160714,none,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.470588,'existing paid',0.590074,<100,1,'female div/dep/mar',none,0.333333,car,0.125,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
<0,0.117647,'existing paid',0.090404,<100,1,'female div/dep/mar',guarantor,1,'life insurance',0.178571,none,own,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
<0,0.294118,'critical/other existing credit',0.053978,>=1000,1,'female div/dep/mar',none,1,'life insurance',0.678571,none,rent,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(56.333333-65.666667]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(56.5-60.5]\''
>=200,0.382353,'critical/other existing credit',0.187411,'no known savings',1,'male single',none,1,'life insurance',0.535714,bank_stores,own,0.333333,'unskilled resident',0,none,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
0<=X<200,0.073529,'critical/other existing credit',0.049741,<100,0.333333,'male single',none,1,'real estate',0.321429,none,own,0.666667,'unskilled resident',0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
<0,0.352941,'existing paid',0.206669,<100,0.666667,'male single',none,0.333333,car,0.464286,none,own,0,'unskilled resident',0,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
0<=X<200,0.294118,'existing paid',0.155112,100<=X<500,1,'male single',none,1,'no known property',0.196429,none,'for free',0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
'no checking',0.029412,'critical/other existing credit',0.081985,<100,0.333333,'male mar/wid',none,0.333333,'real estate',0.196429,none,rent,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
0<=X<200,0.25,'delayed previously',0.115715,<100,0,'male div/sep',none,1,'life insurance',0.5,none,own,0.333333,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
'no checking',0.161765,'existing paid',0.181908,'no known savings',0.666667,'male single',none,0.333333,'no known property',0.178571,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
'no checking',0.294118,'existing paid',0.118136,500<=X<1000,0.666667,'male single',none,0.333333,car,0.285714,bank_stores,own,0.333333,skilled,0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(34.5-35.5]\''
0<=X<200,0.029412,'existing paid',0.011225,<100,0.666667,'male mar/wid',none,0,'life insurance',0.053571,none,own,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
0<=X<200,0.382353,'existing paid',0.08061,'no known savings',1,'female div/dep/mar',none,0,car,0.125,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
0<=X<200,0.338235,'critical/other existing credit',0.124904,500<=X<1000,1,'male single',none,0.333333,'life insurance',0.071429,none,own,0.333333,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
'no checking',0.161765,'existing paid',0.182569,<100,1,'female div/dep/mar',none,0.333333,car,0.625,bank_stores,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(53.5-56.5]\''
'no checking',0.558824,'existing paid',0.380544,'no known savings',0.333333,'male mar/wid',none,1,'life insurance',0.178571,none,rent,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
<0,0.102941,'critical/other existing credit',0.202982,<100,0,'male single',none,0.333333,'real estate',0.375,none,own,0.333333,'unskilled resident',1,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
0<=X<200,0.161765,'existing paid',0.06955,100<=X<500,1,'male single',guarantor,0.333333,'real estate',0.053571,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
'no checking',0.294118,'existing paid',0.393034,<100,0,'male single',none,1,'life insurance',0.428571,none,own,0,'unskilled resident',1,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
<0,0.294118,'all paid',0.051887,<100,0,'female div/dep/mar','co applicant',1,'no known property',0.178571,none,rent,0.333333,'unemp/unskilled non res',0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
<0,0.823529,'existing paid',0.387752,<100,1,'male single','co applicant',1,'no known property',0.303571,none,rent,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.382353,'critical/other existing credit',0.142016,<100,1,'female div/dep/mar',none,0.333333,car,0.25,none,own,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
>=200,0.294118,'existing paid',0.055464,500<=X<1000,0.666667,'female div/dep/mar',none,0.666667,car,0.678571,none,own,0,'unskilled resident',0,none,yes,good,'\'(56.333333-65.666667]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(56.5-60.5]\''
0<=X<200,0.029412,'existing paid',0.027677,<100,0.333333,'female div/dep/mar',guarantor,0.666667,'real estate',0.803571,none,own,0,skilled,0,none,yes,good,'\'(56.333333-65.666667]\'','\'(63.8-69.4]\'','\'(63.8-66.6]\'','\'(60.5-64.5]\''
0<=X<200,0.205882,'delayed previously',0.119787,'no known savings',1,'male single',none,0.333333,'life insurance',0.410714,none,own,0.333333,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
'no checking',0.294118,'delayed previously',0.125894,<100,1,'male single',none,1,car,0.5,none,own,0.333333,'unskilled resident',1,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(46.5-48.5]\''
0<=X<200,0.161765,'all paid',0.055794,100<=X<500,0.333333,'male mar/wid',none,0.333333,'life insurance',0.107143,none,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
0<=X<200,0.382353,'critical/other existing credit',0.447672,<100,0.333333,'male single',none,0.333333,'life insurance',0.535714,none,own,0,skilled,0,none,yes,bad,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
'no checking',0.647059,'existing paid',0.252779,<100,0.666667,'male single',none,0.333333,car,0.25,bank_stores,rent,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
>=200,0.25,'existing paid',0.147078,100<=X<500,0,'female div/dep/mar',none,0,car,0.160714,bank_stores,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.470588,'existing paid',0.439034,<100,0.333333,'male single',none,0.333333,'life insurance',0.125,none,own,0,skilled,1,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
'no checking',0.294118,'critical/other existing credit',0.097832,<100,0.333333,'male single',none,0.333333,'life insurance',0.196429,none,own,0.333333,'unskilled resident',0,none,yes,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
